Junction,Left_Speed,Left_Comment,Right_Speed,Right_Comment,Date,Time,Day_of_Week,Stratum
J48-J47,55 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,14:00:46,Wednesday,Inter
J47-J46,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,14:00:46,Wednesday,Inter
J46-J45,47 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,14:00:46,Wednesday,Inter
J45-J43|44,47 mph,Unconfirmed Roadworks,49 mph,Unconfirmed Roadworks,14.08.24,14:00:46,Wednesday,Inter
J43|44-J42,51 mph,Unconfirmed Roadworks,58 mph,No comment,14.08.24,14:00:56,Wednesday,Inter
J42-J41,62 mph,No comment,63 mph,No comment,14.08.24,14:01:16,Wednesday,Inter
J41-J40,65 mph,No comment,65 mph,No comment,14.08.24,14:01:36,Wednesday,Inter
J40-J39,66 mph,No comment,67 mph,No comment,14.08.24,14:01:56,Wednesday,Inter
J39-J38,70 mph,No comment,68 mph,No comment,14.08.24,14:02:17,Wednesday,Inter
J38-J37,68 mph,No comment,69 mph,No comment,14.08.24,14:02:37,Wednesday,Inter
J37-J36,66 mph,No comment,68 mph,No comment,14.08.24,14:02:57,Wednesday,Inter
J36-J35A,68 mph,Unconfirmed Roadworks,67 mph,Unconfirmed Roadworks,14.08.24,14:02:57,Wednesday,Inter
J35A-J35,59 mph,Unconfirmed Roadworks,53 mph,Unconfirmed Roadworks,14.08.24,14:02:57,Wednesday,Inter
J35-J34,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,14:02:57,Wednesday,Inter
J34-J33,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",47 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,14:02:57,Wednesday,Inter
J33-J32,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",54 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,14:02:57,Wednesday,Inter
J32-J31,57 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",51 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,14:02:57,Wednesday,Inter
J31-J30,50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,14:02:57,Wednesday,Inter
J30-J29A,49 mph,Unconfirmed Roadworks,48 mph,Unconfirmed Roadworks,14.08.24,14:02:57,Wednesday,Inter
J29A-J29,49 mph,No comment,48 mph,No comment,14.08.24,14:03:17,Wednesday,Inter
J29-J28,49 mph,No comment,49 mph,No comment,14.08.24,14:03:38,Wednesday,Inter
J28-J27,61 mph,No comment,64 mph,No comment,14.08.24,14:03:58,Wednesday,Inter
J27-J26,66 mph,No comment,64 mph,No comment,14.08.24,14:04:18,Wednesday,Inter
J26-J25,62 mph,No comment,56 mph,No comment,14.08.24,14:04:38,Wednesday,Inter
J25-J24A,46 mph,No comment,48 mph,No comment,14.08.24,14:04:58,Wednesday,Inter
J24A-J24,24 mph,No comment,48 mph,No comment,14.08.24,14:05:18,Wednesday,Inter
J24-J23A,49 mph,No comment,58 mph,No comment,14.08.24,14:05:38,Wednesday,Inter
J23A-J23,62 mph,Unconfirmed Roadworks,68 mph,No comment,14.08.24,14:05:48,Wednesday,Inter
J23-J22,65 mph,No comment,67 mph,No comment,14.08.24,14:06:08,Wednesday,Inter
J22-J21A,65 mph,No comment,60 mph,Unconfirmed Roadworks,14.08.24,14:06:19,Wednesday,Inter
J21A-J21,59 mph,No comment,45 mph,No comment,14.08.24,14:06:39,Wednesday,Inter
J21-J20,66 mph,No comment,61 mph,No comment,14.08.24,14:06:59,Wednesday,Inter
J20-J19,65 mph,No comment,67 mph,No comment,14.08.24,14:07:19,Wednesday,Inter
J19-J18,50 mph,No comment,49 mph,No comment,14.08.24,14:07:39,Wednesday,Inter
J18-J17,49 mph,No comment,49 mph,No comment,14.08.24,14:07:59,Wednesday,Inter
J17-J16,49 mph,Unconfirmed Roadworks,51 mph,No comment,14.08.24,14:08:09,Wednesday,Inter
J16-J15A,60 mph,Unconfirmed Roadworks,66 mph,No comment,14.08.24,14:08:19,Wednesday,Inter
J15A-J15,66 mph,No comment,67 mph,No comment,14.08.24,14:08:39,Wednesday,Inter
J15-J14,66 mph,No comment,65 mph,No comment,14.08.24,14:09:00,Wednesday,Inter
J14-J13,60 mph,No comment,60 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,14:09:10,Wednesday,Inter
J13-J12,48 mph,No comment,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,14:09:20,Wednesday,Inter
J12-J11A,48 mph,No comment,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,14:09:30,Wednesday,Inter
J11A-J11,48 mph,Roadworks,47 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Roadworks",14.08.24,14:09:30,Wednesday,Inter
J11-J10,48 mph,Roadworks,48 mph,"Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks",14.08.24,14:09:30,Wednesday,Inter
J10-J9,56 mph,"Roadworks, Unconfirmed Roadworks",61 mph,Roadworks,14.08.24,14:09:30,Wednesday,Inter
J9-J8,60 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",63 mph,Roadworks,14.08.24,14:09:30,Wednesday,Inter
J8-J7,52 mph,No comment,49 mph,No comment,14.08.24,14:09:50,Wednesday,Inter
J7-J6A,56 mph,No comment,63 mph,No comment,14.08.24,14:10:10,Wednesday,Inter
J6A-J6,58 mph,No comment,69 mph,No comment,14.08.24,14:10:31,Wednesday,Inter
J6-J5,65 mph,No comment,68 mph,No comment,14.08.24,14:10:51,Wednesday,Inter
J5-J4,64 mph,No comment,70 mph,No comment,14.08.24,14:11:11,Wednesday,Inter
J4-J2,68 mph,No comment,67 mph,Unconfirmed Roadworks,14.08.24,14:11:21,Wednesday,Inter
J2-J1,70 mph,No comment,63 mph,No comment,14.08.24,14:11:41,Wednesday,Inter
J48-J47,60 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",22 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,18:30:51,Wednesday,Evening
J47-J46,47 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",26 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,18:30:51,Wednesday,Evening
J46-J45,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",37 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,18:30:51,Wednesday,Evening
J45-J43|44,49 mph,Unconfirmed Roadworks,47 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,18:30:51,Wednesday,Evening
J43|44-J42,52 mph,Unconfirmed Roadworks,67 mph,No comment,14.08.24,18:31:01,Wednesday,Evening
J42-J41,66 mph,No comment,67 mph,No comment,14.08.24,18:31:21,Wednesday,Evening
J41-J40,67 mph,No comment,70 mph,No comment,14.08.24,18:31:41,Wednesday,Evening
J40-J39,68 mph,No comment,69 mph,No comment,14.08.24,18:32:02,Wednesday,Evening
J39-J38,70 mph,No comment,70 mph,No comment,14.08.24,18:32:22,Wednesday,Evening
J38-J37,70 mph,No comment,70 mph,No comment,14.08.24,18:32:42,Wednesday,Evening
J37-J36,67 mph,No comment,70 mph,No comment,14.08.24,18:33:02,Wednesday,Evening
J36-J35A,26 mph,"Incident, Congestion, Unconfirmed Roadworks",64 mph,Unconfirmed Roadworks,14.08.24,18:33:02,Wednesday,Evening
J35A-J35,10 mph,"Congestion, Unconfirmed Roadworks",49 mph,Unconfirmed Roadworks,14.08.24,18:33:02,Wednesday,Evening
J35-J34,35 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",49 mph,Unconfirmed Roadworks,14.08.24,18:33:02,Wednesday,Evening
J34-J33,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",46 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,18:33:02,Wednesday,Evening
J33-J32,50 mph,Unconfirmed Roadworks,51 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,18:33:02,Wednesday,Evening
J32-J31,63 mph,Unconfirmed Roadworks,52 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,18:33:02,Wednesday,Evening
J31-J30,50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,18:33:02,Wednesday,Evening
J30-J29A,49 mph,Unconfirmed Roadworks,48 mph,Unconfirmed Roadworks,14.08.24,18:33:03,Wednesday,Evening
J29A-J29,49 mph,No comment,49 mph,No comment,14.08.24,18:33:23,Wednesday,Evening
J29-J28,49 mph,No comment,49 mph,No comment,14.08.24,18:33:43,Wednesday,Evening
J28-J27,63 mph,No comment,67 mph,No comment,14.08.24,18:34:03,Wednesday,Evening
J27-J26,70 mph,No comment,68 mph,No comment,14.08.24,18:34:23,Wednesday,Evening
J26-J25,67 mph,No comment,60 mph,No comment,14.08.24,18:34:43,Wednesday,Evening
J25-J24A,49 mph,No comment,50 mph,No comment,14.08.24,18:35:03,Wednesday,Evening
J24A-J24,48 mph,No comment,49 mph,No comment,14.08.24,18:35:23,Wednesday,Evening
J24-J23A,59 mph,No comment,60 mph,No comment,14.08.24,18:35:43,Wednesday,Evening
J23A-J23,68 mph,Unconfirmed Roadworks,67 mph,No comment,14.08.24,18:35:54,Wednesday,Evening
J23-J22,70 mph,No comment,68 mph,No comment,14.08.24,18:36:14,Wednesday,Evening
J22-J21A,69 mph,No comment,66 mph,Unconfirmed Roadworks,14.08.24,18:36:24,Wednesday,Evening
J21A-J21,56 mph,No comment,39 mph,No comment,14.08.24,18:36:44,Wednesday,Evening
J21-J20,69 mph,No comment,70 mph,No comment,14.08.24,18:37:04,Wednesday,Evening
J20-J19,69 mph,No comment,70 mph,No comment,14.08.24,18:37:24,Wednesday,Evening
J19-J18,56 mph,No comment,50 mph,No comment,14.08.24,18:37:44,Wednesday,Evening
J18-J17,49 mph,No comment,48 mph,No comment,14.08.24,18:38:04,Wednesday,Evening
J17-J16,51 mph,Unconfirmed Roadworks,49 mph,No comment,14.08.24,18:38:15,Wednesday,Evening
J16-J15A,60 mph,Unconfirmed Roadworks,65 mph,No comment,14.08.24,18:38:25,Wednesday,Evening
J15A-J15,67 mph,No comment,67 mph,No comment,14.08.24,18:38:45,Wednesday,Evening
J15-J14,69 mph,No comment,66 mph,No comment,14.08.24,18:39:05,Wednesday,Evening
J14-J13,68 mph,No comment,59 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,18:39:15,Wednesday,Evening
J13-J12,49 mph,No comment,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,18:39:25,Wednesday,Evening
J12-J11A,49 mph,No comment,40 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,18:39:35,Wednesday,Evening
J11A-J11,47 mph,Roadworks,26 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Roadworks",14.08.24,18:39:35,Wednesday,Evening
J11-J10,35 mph,Roadworks,40 mph,"Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks",14.08.24,18:39:35,Wednesday,Evening
J10-J9,36 mph,"Roadworks, Unconfirmed Roadworks",63 mph,Roadworks,14.08.24,18:39:35,Wednesday,Evening
J9-J8,61 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",62 mph,Roadworks,14.08.24,18:39:35,Wednesday,Evening
J8-J7,62 mph,No comment,63 mph,No comment,14.08.24,18:39:56,Wednesday,Evening
J7-J6A,61 mph,No comment,66 mph,No comment,14.08.24,18:40:16,Wednesday,Evening
J6A-J6,66 mph,No comment,70 mph,No comment,14.08.24,18:40:36,Wednesday,Evening
J6-J5,67 mph,No comment,68 mph,No comment,14.08.24,18:40:56,Wednesday,Evening
J5-J4,69 mph,No comment,66 mph,No comment,14.08.24,18:41:16,Wednesday,Evening
J4-J2,68 mph,No comment,65 mph,No comment,14.08.24,18:41:36,Wednesday,Evening
J2-J1,70 mph,No comment,55 mph,No comment,14.08.24,18:41:56,Wednesday,Evening
J48-J47,60 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,22:00:43,Wednesday,Off
J47-J46,38 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks",54 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,22:00:43,Wednesday,Off
J46-J45,Roadworks,"Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",51 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,22:00:43,Wednesday,Off
J45-J43|44,Roadworks,"Roadworks, Unconfirmed Roadworks",50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,22:00:43,Wednesday,Off
J43|44-J42,17 mph,"Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks",56 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,22:00:43,Wednesday,Off
J42-J41,70 mph,Unconfirmed Roadworks,60 mph,No comment,14.08.24,22:00:53,Wednesday,Off
J41-J40,67 mph,No comment,69 mph,No comment,14.08.24,22:01:13,Wednesday,Off
J40-J39,68 mph,No comment,70 mph,No comment,14.08.24,22:01:33,Wednesday,Off
J39-J38,70 mph,No comment,68 mph,No comment,14.08.24,22:01:53,Wednesday,Off
J38-J37,70 mph,No comment,63 mph,No comment,14.08.24,22:02:14,Wednesday,Off
J37-J36,70 mph,No comment,60 mph,No comment,14.08.24,22:02:34,Wednesday,Off
J36-J35A,64 mph,Unconfirmed Roadworks,60 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,22:02:34,Wednesday,Off
J35A-J35,50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",44 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,22:02:34,Wednesday,Off
J35-J34,Unconfirmed Roadworks,"Unconfirmed Roadworks, Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks",52 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,22:02:34,Wednesday,Off
J34-J33,41 mph,"Congestion, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,22:02:34,Wednesday,Off
J33-J32,50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",26 mph,"Unconfirmed Roadworks, Congestion, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,22:02:34,Wednesday,Off
J32-J31,63 mph,Unconfirmed Roadworks,39 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,22:02:34,Wednesday,Off
J31-J30,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,22:02:34,Wednesday,Off
J30-J29A,48 mph,Unconfirmed Roadworks,49 mph,Unconfirmed Roadworks,14.08.24,22:02:34,Wednesday,Off
J29A-J29,51 mph,No comment,50 mph,No comment,14.08.24,22:02:54,Wednesday,Off
J29-J28,53 mph,No comment,49 mph,Unconfirmed Roadworks,14.08.24,22:03:04,Wednesday,Off
J28-J27,60 mph,No comment,55 mph,No comment,14.08.24,22:03:25,Wednesday,Off
J27-J26,66 mph,No comment,58 mph,No comment,14.08.24,22:03:45,Wednesday,Off
J26-J25,66 mph,No comment,59 mph,No comment,14.08.24,22:04:05,Wednesday,Off
J25-J24A,51 mph,No comment,49 mph,No comment,14.08.24,22:04:25,Wednesday,Off
J24A-J24,53 mph,No comment,49 mph,No comment,14.08.24,22:04:45,Wednesday,Off
J24-J23A,59 mph,Unconfirmed Roadworks,58 mph,No comment,14.08.24,22:04:55,Wednesday,Off
J23A-J23,44 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",68 mph,No comment,14.08.24,22:05:05,Wednesday,Off
J23-J22,69 mph,No comment,70 mph,No comment,14.08.24,22:05:25,Wednesday,Off
J22-J21A,69 mph,No comment,70 mph,Unconfirmed Roadworks,14.08.24,22:05:35,Wednesday,Off
J21A-J21,62 mph,No comment,68 mph,No comment,14.08.24,22:05:55,Wednesday,Off
J21-J20,59 mph,No comment,70 mph,No comment,14.08.24,22:06:16,Wednesday,Off
J20-J19,67 mph,No comment,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,22:06:26,Wednesday,Off
J19-J18,53 mph,No comment,50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,22:06:36,Wednesday,Off
J18-J17,49 mph,No comment,50 mph,No comment,14.08.24,22:06:56,Wednesday,Off
J17-J16,47 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",50 mph,No comment,14.08.24,22:07:06,Wednesday,Off
J16-J15A,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",65 mph,Unconfirmed Roadworks,14.08.24,22:07:06,Wednesday,Off
J15A-J15,56 mph,No comment,60 mph,No comment,14.08.24,22:07:26,Wednesday,Off
J15-J14,57 mph,No comment,67 mph,No comment,14.08.24,22:07:46,Wednesday,Off
J14-J13,62 mph,No comment,61 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,22:07:56,Wednesday,Off
J13-J12,49 mph,No comment,53 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,22:08:06,Wednesday,Off
J12-J11A,49 mph,No comment,50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",14.08.24,22:08:17,Wednesday,Off
J11A-J11,50 mph,Roadworks,47 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Roadworks",14.08.24,22:08:17,Wednesday,Off
J11-J10,48 mph,Roadworks,48 mph,"Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks",14.08.24,22:08:17,Wednesday,Off
J10-J9,57 mph,"Roadworks, Unconfirmed Roadworks",63 mph,Roadworks,14.08.24,22:08:17,Wednesday,Off
J9-J8,34 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",65 mph,Roadworks,14.08.24,22:08:17,Wednesday,Off
J8-J7,54 mph,No comment,57 mph,No comment,14.08.24,22:08:37,Wednesday,Off
J7-J6A,61 mph,No comment,61 mph,No comment,14.08.24,22:08:57,Wednesday,Off
J6A-J6,62 mph,No comment,70 mph,No comment,14.08.24,22:09:17,Wednesday,Off
J6-J5,66 mph,No comment,67 mph,No comment,14.08.24,22:09:37,Wednesday,Off
J5-J4,Roadworks,Roadworks,66 mph,No comment,14.08.24,22:09:47,Wednesday,Off
J4-J2,Roadworks,Roadworks,68 mph,No comment,14.08.24,22:09:57,Wednesday,Off
J2-J1,Roadworks,Roadworks,65 mph,No comment,14.08.24,22:10:08,Wednesday,Off
J48-J47,53 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,03:30:17,Thursday,Off
J47-J46,34 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks",46 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,03:30:17,Thursday,Off
J46-J45,Roadworks,"Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,03:30:17,Thursday,Off
J45-J43|44,Roadworks,"Roadworks, Unconfirmed Roadworks",49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,03:30:17,Thursday,Off
J43|44-J42,15 mph,"Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks",62 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,03:30:18,Thursday,Off
J42-J41,63 mph,Unconfirmed Roadworks,66 mph,No comment,15.08.24,03:30:28,Thursday,Off
J41-J40,66 mph,No comment,68 mph,No comment,15.08.24,03:30:48,Thursday,Off
J40-J39,66 mph,No comment,68 mph,No comment,15.08.24,03:31:08,Thursday,Off
J39-J38,67 mph,No comment,67 mph,No comment,15.08.24,03:31:28,Thursday,Off
J38-J37,67 mph,No comment,65 mph,No comment,15.08.24,03:31:48,Thursday,Off
J37-J36,66 mph,No comment,64 mph,No comment,15.08.24,03:32:08,Thursday,Off
J36-J35A,67 mph,Unconfirmed Roadworks,63 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,03:32:08,Thursday,Off
J35A-J35,57 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,03:32:08,Thursday,Off
J35-J34,Unconfirmed Roadworks,"Unconfirmed Roadworks, Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks",49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,03:32:09,Thursday,Off
J34-J33,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",47 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,03:32:09,Thursday,Off
J33-J32,51 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,03:32:09,Thursday,Off
J32-J31,61 mph,Unconfirmed Roadworks,46 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,03:32:09,Thursday,Off
J31-J30,53 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,03:32:09,Thursday,Off
J30-J29A,51 mph,Unconfirmed Roadworks,50 mph,Unconfirmed Roadworks,15.08.24,03:32:09,Thursday,Off
J29A-J29,51 mph,No comment,49 mph,No comment,15.08.24,03:32:29,Thursday,Off
J29-J28,50 mph,No comment,49 mph,Unconfirmed Roadworks,15.08.24,03:32:39,Thursday,Off
J28-J27,62 mph,No comment,66 mph,No comment,15.08.24,03:32:59,Thursday,Off
J27-J26,65 mph,No comment,68 mph,No comment,15.08.24,03:33:19,Thursday,Off
J26-J25,64 mph,No comment,62 mph,No comment,15.08.24,03:33:39,Thursday,Off
J25-J24A,52 mph,No comment,50 mph,No comment,15.08.24,03:34:00,Thursday,Off
J24A-J24,52 mph,No comment,50 mph,No comment,15.08.24,03:34:20,Thursday,Off
J24-J23A,58 mph,Unconfirmed Roadworks,58 mph,No comment,15.08.24,03:34:30,Thursday,Off
J23A-J23,59 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",69 mph,No comment,15.08.24,03:34:40,Thursday,Off
J23-J22,70 mph,No comment,63 mph,No comment,15.08.24,03:35:00,Thursday,Off
J22-J21A,70 mph,No comment,60 mph,Unconfirmed Roadworks,15.08.24,03:35:10,Thursday,Off
J21A-J21,63 mph,No comment,56 mph,No comment,15.08.24,03:35:30,Thursday,Off
J21-J20,59 mph,No comment,55 mph,No comment,15.08.24,03:35:50,Thursday,Off
J20-J19,55 mph,No comment,58 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,03:36:00,Thursday,Off
J19-J18,53 mph,No comment,52 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,03:36:11,Thursday,Off
J18-J17,52 mph,No comment,52 mph,No comment,15.08.24,03:36:31,Thursday,Off
J17-J16,53 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",52 mph,No comment,15.08.24,03:36:41,Thursday,Off
J16-J15A,55 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",57 mph,No comment,15.08.24,03:36:51,Thursday,Off
J15A-J15,63 mph,No comment,63 mph,No comment,15.08.24,03:37:11,Thursday,Off
J15-J14,67 mph,No comment,65 mph,No comment,15.08.24,03:37:31,Thursday,Off
J14-J13,67 mph,No comment,56 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,03:37:41,Thursday,Off
J13-J12,50 mph,No comment,50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,03:37:51,Thursday,Off
J12-J11A,51 mph,No comment,50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,03:38:01,Thursday,Off
J11A-J11,15 mph,"Unconfirmed Roadworks, Roadworks, Roadworks",50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Roadworks",15.08.24,03:38:01,Thursday,Off
J11-J10,Unconfirmed Roadworks,"Unconfirmed Roadworks, Roadworks, Roadworks",52 mph,"Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks",15.08.24,03:38:02,Thursday,Off
J10-J9,Unconfirmed Roadworks,"Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks, Roadworks",59 mph,Roadworks,15.08.24,03:38:02,Thursday,Off
J9-J8,57 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",54 mph,Roadworks,15.08.24,03:38:02,Thursday,Off
J8-J7,54 mph,No comment,59 mph,No comment,15.08.24,03:38:22,Thursday,Off
J7-J6A,64 mph,No comment,65 mph,No comment,15.08.24,03:38:42,Thursday,Off
J6A-J6,64 mph,No comment,68 mph,No comment,15.08.24,03:39:02,Thursday,Off
J6-J5,59 mph,No comment,66 mph,No comment,15.08.24,03:39:22,Thursday,Off
J5-J4,Unconfirmed Roadworks,"Unconfirmed Roadworks, Roadworks",60 mph,No comment,15.08.24,03:39:32,Thursday,Off
J4-J2,Unconfirmed Roadworks,"Unconfirmed Roadworks, Roadworks",62 mph,No comment,15.08.24,03:39:42,Thursday,Off
J2-J1,Unconfirmed Roadworks,"Unconfirmed Roadworks, Roadworks",59 mph,No comment,15.08.24,03:39:52,Thursday,Off
